Protein biosynthesis	YCR024C; YFL022C; YLL018C; YLR060W; YLR069C; YLR139C; YLR192C; YLR249W; YLR262C-A; YLR291C; YLR382C; YAL035W; YAL003W; YDL229W; YDR023W; YDR037W; YDR091C; YDR172W; YDR211W; YDR268W; YDR283C; YDR341C; YDR385W; YDR429C; YBL080C; YBL076C; YBL013W; YBR079C; YBR118W; YBR121C; YBR143C; YGL245W; YGL143C; YGL049C; YGR054W; YGR083C; YGR094W; YGR102C; YGR162W; YGR171C; YGR185C; YGR264C; YJL138C; YJL102W; YJR007W; YJR047C; YKL194C; YKL139W; YKL081W; YKL056C; YKR026C; YKR059W; YKR084C; YOL139C; YOL097C; YOL033W; YOL023W; YOR076C; YOR133W; YOR168W; YOR187W; YOR204W; YOR260W; YOR276W; YOR335C; YOR361C; YIL078W; YMR146C; YMR260C; YMR293C; YMR309C; YNL247W; YNL244C; YNL209W; YNL073W; YNL014W; YNL001W; YPL237W; YPL160W; YPL119C; YPL104W; YPL097W; YPL048W; YPL040C; YPR016C; YPR033C; YPR041W; YPR047W; YPR080W; YPR081C; YPR163C; YHR011W; YHR019C; YHR020W; YHR038W; YHR091C; YHR168W; YEL034W; YER007C-A; YER025W; YER087W
Protein kinase inhibitor	YCL051W; YJL157C; YHR136C
Protein phosphatase	YCR079W; YFR028C; YLL010C; YLR019W; YLR433C; YDL188C; YDL230W; YDL134C; YDL047W; YDL006W; YDR067C; YDR075W; YDR436W; YBL056W; YBR022W; YBR125C; YBR276C; YGR123C; YJR110W; YOR090C; YOR208W; YIL113W; YIR026C; YML057W; YML016C; YMR036C; YMR277W; YNL222W; YNL099C; YNL053W; YNL032W; YNR032W; YPL179W; YPR073C; YHR004C; YHR076W; YER075C; YER089C; YER133W; YER134C
Protein phosphatase inhibitor	YKR072C; YOR054C
Protein splicing	YDL185W
Protein synthesis inhibitor	YOR276W
Protein transport	YCL038C; YCL008C; YCR067C; YFL038C; YFL025C; YFL005W; YFR002W; YFR021W; YFR051C; YLL040C; YLL042C; YLR008C; YLR018C; YLR025W; YLR026C; YLR043C; YLR078C; YLR080W; YLR119W; YLR148W; YLR166C; YLR181C; YLR189C; YLR191W; YLR208W; YLR240W; YLR262C; YLR268W; YLR292C; YLR293C; YLR309C; YLR330W; YLR335W; YLR347C; YLR360W; YLR373C; YLR378C; YLR384C; YLR386W; YLR396C; YLR417W; YLR431C; YLR440C; YAL014C; YAL007C; YAL042W; YAL002W; YAR002W; YAR002C-A; YAR033W; YDL217C; YDL212W; YDL207W; YDL195W; YDL192W; YDL231C; YDL226C; YDL149W; YDL145C; YDL137W; YDL126C; YDL116W; YDL113C; YDL088C; YDL077C; YDL072C; YDL058W; YDL018C; YDR002W; YDR022C; YDR027C; YDR080W; YDR086C; YDR093W; YDR141C; YDR142C; YDR153C; YDR155C; YDR164C; YDR166C; YDR170C; YDR189W; YDR192C; YDR200C; YDR202C; YDR238C; YDR244W; YDR252W; YDR299W; YDR351W; YDR358W; YDR361C; YDR372C; YDR395W; YDR414C; YDR425W; YDR468C; YDR484W; YDR486C; YDR498C; YDR524C; YBL102W; YBL079W; YBL078C; YBL050W; YBL040C; YBR017C; YBR077C; YBR080C; YBR091C; YBR097W; YBR102C; YBR105C; YBR128C; YBR131W; YBR162W-A; YBR164C; YBR170C; YBR171W; YBR201W; YBR217W; YBR264C; YBR283C; YBR288C; YGL241W; YGL238W; YGL233W; YGL223C; YGL210W; YGL200C; YGL180W; YGL172W; YGL164C; YGL153W; YGL145W; YGL137W; YGL124C; YGL114W; YGL104C; YGL100W; YGL099W; YGL098W; YGL095C; YGL092W; YGL051W; YGL005C; YGL002W; YGR009C; YGR033C; YGR046W; YGR082W; YGR119C; YGR120C; YGR141W; YGR163W; YGR172C; YGR181W; YGR200C; YGR206W; YGR209C; YGR218W; YGR245C; YGR261C; YJL212C; YJL207C; YJL205C; YJL204C; YJL222W; YJL192C; YJL178C; YJL154C; YJL143W; YJL104W; YJL099W; YJL085W; YJL061W; YJL054W; YJL053W; YJL041W; YJL039C; YJL036W; YJL029C; YJL024C; YJL004C; YJR033C; YJR042W; YJR044C; YJR074W; YJR102C; YJR125C; YJR126C; YJR132W; YJR135W-A; YKL195W; YKL176C; YKL143W; YKL124W; YKL084W; YKL068W; YKL065C; YKL057C; YKL041W; YKL006C-A; YKL002W; YKR007W; YKR014C; YKR020W; YKR027W; YKR035W-A; YKR065C; YKR082W; YKR093W; YOL129W; YOL082W; YOL065C; YOL031C; YOL026C; YOL018C; YOR016C; YOR045W; YOR046C; YOR069W; YOR075W; YOR089C; YOR094W; YOR098C; YOR109W; YOR132W; YOR185C; YOR254C; YOR257W; YOR297C; YOR299W; YOR326W; YOR329C; YOR357C; YOR359W; YIL173W; YIL115C; YIL109C; YIL076W; YIL068C; YIL063C; YIL048W; YIL022W; YIL004C; YIL002C; YML103C; YML071C; YML121W; YML067C; YML031W; YML012W; YML001W; YMR004W; YMR026C; YMR040W; YMR047C; YMR060C; YMR077C; YMR079W; YMR129W; YMR153W; YMR159C; YMR171C; YMR197C; YMR203W; YMR214W; YMR231W; YMR237W; YMR255W; YMR292W; YMR308C; YNL328C; YNL310C; YNL297C; YNL287W; YNL272C; YNL265C; YNL263C; YNL258C; YNL246W; YNL242W; YNL223W; YNL214W; YNL189W; YNL131W; YNL106C; YNL093W; YNL070W; YNL064C; YNL051W; YNL049C; YNL041C; YNL026W; YNL015W; YNR007C; YNR017W; YNR026C; YNR049C; YPL249C; YPL218W; YPL195W; YPL166W; YPL149W; YPL125W; YPL120W; YPL100W; YPL094C; YPL086C; YPL085W; YPL084W; YPL069C; YPL065W; YPL063W; YPL051W; YPL045W; YPL037C; YPL010W; YPL002C; YPR017C; YPR049C; YPR055W; YPR079W; YPR105C; YPR133W-A; YPR139C; YPR149W; YPR157W; YPR173C; YPR181C; YPR185W; YPR194C; YHL031C; YHL002W; YHR005C-A; YHR012W; YHR036W; YHR083W; YHR098C; YHR103W; YHR108W; YHR110W; YHR142W; YHR170W; YHR171W; YHR193C; YEL020W-A; YER006W; YER008C; YER009W; YER019C-A; YER031C; YER074W-A; YER087C-B; YER105C; YER107C; YER110C; YER122C; YER136W; YER143W; YER157W; YBR111W-A
Purine biosynthesis	YLR028C; YLR359W; YLR432W; YAR015W; YDR408C; YBR084W; YGL234W; YGR061C; YGR204W; YJR133W; YKR080W; YOR128C; YML056C; YMR120C; YMR217W; YMR300C; YNL220W; YHR216W
Purine metabolism	YIR027C; YIR028W; YIR029W; YIR031C; YIR032C
Purine salvage	YDR399W; YDR441C; YJR105W; YML022W
Pyridine nucleotide biosynthesis	YFR047C; YLR231C; YLR328W; YBL098W; YGL037C; YGR010W; YJR025C; YOR209C; YNL129W
Pyridoxal phosphate	YCL064C; YCL017C; YCR053W; YFL030W; YFR055W; YLL058W; YLR027C; YLR058C; YLR089C; YLR231C; YLR303W; YLR438W; YAL012W; YDR062W; YDR111C; YDR232W; YDR294C; YBL036C; YBR263W; YGL202W; YGL184C; YGL026C; YGR012W; YGR019W; YGR155W; YJL060W; YJR130C; YJR148W; YKL184W; YKL218C; YKL106W; YOL140W; YOR184W; YIL116W; YML082W; YMR189W; YMR250W; YMR289W; YMR296C; YNR058W; YPR160W; YHR112C; YHR137W; YHR208W; YEL046C; YER086W
Pyridoxine biosynthesis	YFL060C; YFL059W; YBR035C; YMR095C; YMR096W; YNL334C; YNL333W
Pyrimidine biosynthesis	YLR014C; YLR420W; YBL039C; YJL130C; YJR103W; YKL216W; YKL024C; YML106W; YMR271C; YEL021W
Pyruvate	YAL038W; YBR221C; YGR170W; YOL052C; YOR347C; YNL169C; YER178W
Quinone	YDR178W; YKL141W; YMR118C
RNA-binding	YCL059C; YCL037C; YCL019W; YCL011C; YCR035C; YFL017W-A; YFL002W-B; YFL002W-A; YFL002C; YFR023W; YFR031C-A; YFR032C; YLL032C; YLL013C; YLL008W; YLL046C; YLR116W; YLR136C; YLR147C; YLR157C-B; YLR157C-A; YLR175W; YLR185W; YLR227W-A; YLR227W-B; YLR249W; YLR256W-A; YLR275W; YLR276C; YLR298C; YLR398C; YLR410W-A; YLR410W-B; YLR438C-A; YAL021C; YAR009C; YAR010C; YDL224C; YDL213C; YDL209C; YDL208W; YDL201W; YDL189W; YDL167C; YDL160C; YDL111C; YDL092W; YDL084W; YDL051W; YDL044C; YDL036C; YDL033C; YDL031W; YDL014W; YDR012W; YDR021W; YDR025W; YDR034C-D; YDR034C-C; YDR098C-B; YDR098C-A; YDR151C; YDR170W-A; YDR194C; YDR195W; YDR210W-A; YDR210W-B; YDR210C-D; YDR210C-C; YDR228C; YDR235W; YDR240C; YDR261W-A; YDR261W-B; YDR261C-D; YDR261C-C; YDR280W; YDR301W; YDR316W-A; YDR316W-B; YDR337W; YDR365C; YDR365W-A; YDR365W-B; YDR378C; YDR381W; YDR385W; YDR418W; YDR429C; YDR432W; YDR450W; YDR478W; YDR496C; YDR500C; YDR515W; YBL100W-A; YBL100W-B; YBL051C; YBL032W; YBL026W; YBL024W; YBL005W-A; YBL005W-B; YBR012W-A; YBR012W-B; YBR031W; YBR048W; YBR065C; YBR119W; YBR142W; YBR152W; YBR189W; YBR212W; YBR233W; YBR236C; YGL245W; YGL232W; YGL222C; YGL211W; YGL192W; YGL178W; YGL173C; YGL171W; YGL122C; YGL105W; YGL092W; YGL078C; YGL064C; YGL049C; YGL044C; YGR013W; YGR027W-A; YGR027W-B; YGR038C-B; YGR038C-A; YGR074W; YGR085C; YGR090W; YGR091W; YGR095C; YGR158C; YGR159C; YGR161W-A; YGR161W-B; YGR161C-D; YGR161C-C; YGR162W; YGR195W; YGR222W; YGR250C; YGR276C; YJL138C; YJL080C; YJL033W; YJR007W; YJR026W; YJR028W; YJR029W; YJR047C; YJR091C; YJR145C; YKL205W; YKL214C; YKL122C; YKL078W; YKL074C; YKR002W; YKR024C; YKR059W; YOL127W; YOL123W; YOL149W; YOL144W; YOL142W; YOL139C; YOL103W-A; YOL103W-B; YOL066C; YOL041C; YOL033W; YOL021C; YOR001W; YOR004W; YOR046C; YOR133W; YOR136W; YOR142W-A; YOR142W-B; YOR145C; YOR159C; YOR192C-B; YOR192C-A; YOR204W; YOR319W; YOR343W-A; YOR359W; YOR361C; Q0115; YIL061C; YIL018W; YIR001C; YIR005W; YIR009W; YML117W; YML045W-A; YML045W; YML040W; YML039W; YML026C; YMR024W; YMR045C; YMR046C; YMR050C; YMR051C; YMR125W; YMR128W; YMR188C; YMR240C; YMR268C; YMR285C; YMR287C; YMR290C; YMR302C; YNL286W; YNL284C-B; YNL284C-A; YNL251C; YNL232W; YNL210W; YNL197C; YNL178W; YNL175C; YNL147W; YNL137C; YNL124W; YNL118C; YNL112W; YNL110C; YNL062C; YNL061W; YNL054W-A; YNL037C; YNL016W; YNL014W; YNL004W; YNL002C; YNR024W; YNR038W; YNR051C; YNR052C; YNR054C; YPL257W-A; YPL257W-B; YPL243W; YPL266W; YPL211W; YPL190C; YPL184C; YPL178W; YPL146C; YPL131W; YPL119C; YPL081W; YPL043W; YPL029W; YPL012W; YPR042C; YPR088C; YPR102C; YPR107C; YPR112C; YPR137C-B; YPR137C-A; YPR158W-A; YPR158W-B; YPR158C-D; YPR158C-C; YPR163C; YPR182W; YPR186C; YHL034C; YHL024W; YHL009W-B; YHR015W; YHR065C; YHR069C; YHR081W; YHR086W; YHR088W; YHR089C; YHR147C; YHR148W; YHR165C; YHR169W; YHR203C; YHR214C-B; YHR214C-C; YEL054C; YEL034W; YEL026W; YER007C-A; YER029C; YER035W; YER068W; YER112W; YER138C; YER137C-A; YER146W; YER160C; YER159C-A; YER165W; YER168C; YER176W
RNA-directed DNA polymerase	YCL019W; YFL002W-A; YLR157C-B; YLR227W-B; YLR233C; YLR318W; YLR410W-B; YAR009C; YDR034C-D; YDR098C-B; YDR210W-B; YDR210C-D; YDR261W-B; YDR261C-D; YDR316W-B; YDR365W-B; YBL100W-B; YBL005W-B; YBR012W-B; YGR027W-B; YGR038C-B; YGR161W-B; YGR161C-D; YJR029W; YOL103W-B; YOR142W-B; YOR192C-B; YML045W; YML039W; YMR045C; YMR050C; YNL284C-B; YPL257W-B; YPR137C-B; YPR158W-B; YPR158C-D; YHL009W-B; YHR214C-B; YER138C; YER160C
RNA-directed RNA polymerase	
Receptor	YFL026W; YDL035C; YDR292C; YBL040C; YBL017C; YJL222W; YKL178C; YKL154W; YOL002C; YIL173W; YMR163C; YNL131W
Redox-active center	YCL043C; YCL035C; YCR083W; YFL018C; YLR043C; YLR109W; YLR364W; YDR098C; YDR353W; YDR453C; YDR513W; YDR518W; YBL064C; YGR209C; YOL088C; YOR288C; YIL010W; YIL005W; YIR037W; YML130C; YML028W; YPL091W; YPL059W; YHR106W; YER174C
Repeat	YCL048W; YCL043C; YCL039W; YCL011C; YCL004W; YCR032W; YCR033W; YCR051W; YCR057C; YCR060W; YCR067C; YCR072C; YCR075C; YCR084C; YCR088W; YCR098C; YCR100C; YCR101C; YFL067W; YFL054C; YFL041W; YFL040W; YFL016C; YFL011W; YFL010W-A; YFL009W; YFL007W; YFR009W; YFR021W; YFR023W; YFR045W; YLL036C; YLL034C; YLL026W; YLL022C; YLL021W; YLL015W; YLL013C; YLL011W; YLL053C; YLL052C; YLL048C; YLL046C; YLL043W; YLR001C; YLR045C; YLR055C; YLR067C; YLR075W; YLR077W; YLR090W; YLR106C; YLR110C; YLR116W; YLR117C; YLR129W; YLR131C; YLR136C; YLR175W; YLR182W; YLR187W; YLR189C; YLR196W; YLR206W; YLR207W; YLR208W; YLR216C; YLR222C; YLR249W; YLR250W; YLR256W; YLR272C; YLR335W; YLR337C; YLR347C; YLR348C; YLR352W; YLR357W; YLR386W; YLR387C; YLR397C; YLR399C; YLR401C; YLR403W; YLR409C; YLR417W; YLR429W; YLR432W; YLR466W; YLR467W; YAL039C; YAL029C; YAL025C; YAL023C; YAL021C; YAL020C; YAL017W; YAL016W; YAL063C; YAL058W; YAL056W; YAL048C; YAL002W; YAR002W; YAR003W; YAR042W; YAR050W; YDL203C; YDL198C; YDL195W; YDL245C; YDL240W; YDL175C; YDL167C; YDL161W; YDL156W; YDL145C; YDL140C; YDL126C; YDL119C; YDL107W; YDL098C; YDL095W; YDL093W; YDL090C; YDL088C; YDL070W; YDL058W; YDL056W; YDL040C; YDL030W; YDL019C; YDR011W; YDR026C; YDR030C; YDR031W; YDR043C; YDR061W; YDR073W; YDR077W; YDR080W; YDR090C; YDR091C; YDR096W; YDR128W; YDR129C; YDR135C; YDR141C; YDR142C; YDR146C; YDR148C; YDR150W; YDR151C; YDR161W; YDR165W; YDR172W; YDR180W; YDR189W; YDR192C; YDR210W; YDR216W; YDR235W; YDR244W; YDR253C; YDR258C; YDR264C; YDR267C; YDR270W; YDR283C; YDR307W; YDR311W; YDR320C; YDR323C; YDR324C; YDR325W; YDR342C; YDR343C; YDR345C; YDR352W; YDR363W; YDR364C; YDR373W; YDR379W; YDR398W; YDR406W; YDR416W; YDR420W; YDR432W; YDR440W; YDR449C; YDR463W; YDR470C; YDR488C; YDR496C; YDR506C; YDR518W; YDR534C; YDR536W; YDR545W; YBL113C; YBL106C; YBL105C; YBL104C; YBL084C; YBL061C; YBL047C; YBL032W; YBL030C; YBL017C; YBL008W; YBL007C; YBL004W; YBR017C; YBR049C; YBR055C; YBR058C; YBR066C; YBR080C; YBR085W; YBR097W; YBR101C; YBR103W; YBR104W; YBR109C; YBR112C; YBR119W; YBR123C; YBR147W; YBR155W; YBR175W; YBR192W; YBR195C; YBR198C; YBR200W; YBR212W; YBR214W; YBR223C; YBR233W; YBR234C; YBR241C; YBR245C; YBR256C; YBR267W; YBR280C; YBR281C; YBR291C; YGL242C; YGL238W; YGL254W; YGL213C; YGL209W; YGL197W; YGL195W; YGL190C; YGL178W; YGL172W; YGL155W; YGL137W; YGL122C; YGL116W; YGL115W; YGL106W; YGL104C; YGL100W; YGL097W; YGL094C; YGL092W; YGL089C; YGL056C; YGL035C; YGL014W; YGL004C; YGL003C; YGR009C; YGR014W; YGR044C; YGR047C; YGR054W; YGR056W; YGR058W; YGR067C; YGR080W; YGR096W; YGR100W; YGR119C; YGR123C; YGR145W; YGR150C; YGR159C; YGR199W; YGR200C; YGR223C; YGR225W; YGR232W; YGR233C; YGR238C; YGR240C; YGR246C; YGR250C; YGR257C; YGR261C; YGR271W; YGR281W; YGR296W; YJL214W; YJL203W; YJL225C; YJL222W; YJL219W; YJL218W; YJL160C; YJL159W; YJL158C; YJL133W; YJL130C; YJL112W; YJL090C; YJL081C; YJL080C; YJL069C; YJL056C; YJL041W; YJL031C; YJL010C; YJL005W; YJR004C; YJR032W; YJR033C; YJR040W; YJR066W; YJR070C; YJR077C; YJR089W; YJR090C; YJR091C; YJR095W; YJR109C; YJR127C; YJR143C; YJR151C; YJR153W; YJR158W; YKL203C; YKL201C; YKL197C; YKL193C; YKL190W; YKL217W; YKL213C; YKL210W; YKL209C; YKL164C; YKL163W; YKL133C; YKL129C; YKL121W; YKL120W; YKL117W; YKL104C; YKL090W; YKL089W; YKL068W; YKL062W; YKL032C; YKL022C; YKL021C; YKL020C; YKL019W; YKL018W; YKL012W; YKR008W; YKR009C; YKR031C; YKR036C; YKR052C; YKR054C; YKR090W; YKR099W; YKR102W; YKR103W; YKR104W; YOL138C; YOL123W; YOL156W; YOL155C; YOL145C; YOL092W; YOL087C; YOL076W; YOL075C; YOL060C; YOL051W; YOL004W; YOR005C; YOR007C; YOR009W; YOR011W; YOR026W; YOR027W; YOR034C; YOR038C; YOR048C; YOR080W; YOR086C; YOR091W; YOR098C; YOR100C; YOR112W; YOR113W; YOR127W; YOR130C; YOR153W; YOR212W; YOR222W; YOR229W; YOR230W; YOR251C; YOR254C; YOR257W; YOR269W; YOR272W; YOR290C; YOR319W; YOR321W; YOR326W; YOR328W; YOR329C; YOR353C; YOR361C; YOR371C; YOR373W; YOR396W; YIL177C; YIL173W; YIL138C; YIL134W; YIL128W; YIL115C; YIL112W; YIL079C; YIL075C; YIL046W; YIL033C; YIL013C; YIL006W; YIL005W; YIL001W; YIR006C; YIR012W; YIR019C; YIR033W; YML102W; YML100W; YML088W; YML081W; YML072C; YML133C; YML113W; YML068W; YML059C; YML056C; YML046W; YML010W; YML007W; YML004C; YMR001C; YMR011W; YMR012W; YMR018W; YMR021C; YMR037C; YMR047C; YMR049C; YMR056C; YMR058W; YMR061W; YMR068W; YMR070W; YMR072W; YMR084W; YMR092C; YMR093W; YMR102C; YMR109W; YMR115W; YMR116C; YMR129W; YMR131C; YMR146C; YMR153W; YMR166C; YMR173W; YMR182C; YMR186W; YMR205C; YMR213W; YMR214W; YMR229C; YMR235C; YMR241W; YMR253C; YMR268C; YMR275C; YMR288W; YMR308C; YMR317W; YNL339C; YNL327W; YNL322C; YNL318C; YNL317W; YNL313C; YNL287W; YNL255C; YNL253W; YNL227C; YNL190W; YNL189W; YNL182C; YNL175C; YNL123W; YNL121C; YNL087W; YNL084C; YNL083W; YNL079C; YNL077W; YNL064C; YNL035C; YNL027W; YNL023C; YNL016W; YNL014W; YNL006W; YNL004W; YNL003C; YNR006W; YNR026C; YNR044W; YNR065C; YNR066C; YNR070W; YNR072W; YPL247C; YPL242C; YPL240C; YPL239W; YPL283C; YPL264C; YPL263C; YPL230W; YPL226W; YPL213W; YPL195W; YPL187W; YPL184C; YPL183C; YPL169C; YPL153C; YPL151C; YPL139C; YPL137C; YPL134C; YPL127C; YPL126W; YPL110C; YPL100W; YPL086C; YPL082C; YPL058C; YPL054W; YPL043W; YPL005W; YPR011C; YPR013C; YPR015C; YPR021C; YPR022C; YPR032W; YPR042C; YPR058W; YPR086W; YPR107C; YPR112C; YPR124W; YPR128C; YPR135W; YPR137W; YPR163C; YPR169W; YPR176C; YPR178W; YPR186C; YPR188C; YPR189W; YPR192W; YHL035C; YHL034C; YHL030W; YHL027W; YHL024W; YHR002W; YHR006W; YHR015W; YHR027C; YHR072W; YHR086W; YHR089C; YHR092C; YHR094C; YHR096C; YHR099W; YHR114W; YHR117W; YHR154W; YHR158C; YHR166C; YHR186C; YHR211W; YHR216W; YEL069C; YEL056W; YEL037C; YEL013W; YEL006W; YER007W; YER011W; YER028C; YER036C; YER052C; YER053C; YER066W; YER082C; YER096W; YER107C; YER110C; YER111C; YER124C; YER125W; YER130C; YER132C; YER148W; YER158C; YER164W; YER165W; YER169W; YER172C; YER190W
Repressor	YCL067C; YCR039C; YCR081W; YCR084C; YCR093W; YLR442C; YAL021C; YAL013W; YDL165W; YDL076C; YDL042C; YDL013W; YDR005C; YDR043C; YDR096W; YDR181C; YDR191W; YDR207C; YDR223W; YDR227W; YDR295C; YDR310C; YDR363W; YDR397C; YDR443C; YDR451C; YDR496C; YBL008W; YBR066C; YBR095C; YBR112C; YBR215W; YBR245C; YBR279W; YGL209W; YGL207W; YGL133W; YGL035C; YGR044C; YGR083C; YGR134W; YJL168C; YJL125C; YJR094C; YJR140C; YKL185W; YKL005C; YKR026C; YKR029C; YKR034W; YKR101W; YOL068C; YOL017W; YOL004W; YOR025W; YOR038C; YOR076C; YOR083W; YOR213C; YOR304W; YIL101C; YIL084C; YIL038C; YIL036W; YML051W; YML027W; YMR070W; YMR075W; YMR127C; YMR182C; YMR263W; YNL330C; YNL288W; YNL278W; YNL216W; YNL167C; YNL097C; YNL076W; YNL062C; YNL025C; YNL021W; YNR009W; YNR052C; YPL267W; YPL216W; YPL181W; YPL139C; YPL116W; YPL042C; YPL037C; YPL015C; YPR030W; YPR065W; YPR068C; YPR072W; YPR179C; YHL027W; YHL020C; YER068W; YER159C; YER161C; YER169W
Respiratory chain	YFR033C; YDR529C; YBL045C; YGR183C; YJL166W; YJR048W; YKL192C; YOR065W; Q0105; Q0045; Q0250; YML054C; YPR191W; YHR001W-A; YEL039C; YEL024W
Riboflavin biosynthesis	YDR487C; YBL033C; YBR153W; YBR256C; YOL143C; YOL066C
Ribonucleoprotein	YCL059C; YCR003W; YCR031C; YCR046C; YCR057C; YCR071C; YFL034C-A; YFL017W-A; YFR005C; YFR031C-A; YFR032C-A; YFR049W; YLL011W; YLL045C; YLR029C; YLR048W; YLR061W; YLR075W; YLR129W; YLR147C; YLR175W; YLR185W; YLR186W; YLR197W; YLR221C; YLR222C; YLR264W; YLR275W; YLR287C-A; YLR298C; YLR312W-A; YLR325C; YLR333C; YLR340W; YLR344W; YLR367W; YLR388W; YLR406C; YLR409C; YLR438C-A; YLR439W; YLR441C; YLR448W; YDL208W; YDL202W; YDL191W; YDL184C; YDL153C; YDL148C; YDL136W; YDL133C-A; YDL130W; YDL098C; YDL092W; YDL087C; YDL083C; YDL082W; YDL081C; YDL075W; YDL061C; YDL045W-A; YDL014W; YDR012W; YDR025W; YDR041W; YDR064W; YDR115W; YDR116C; YDR175C; YDR235W; YDR237W; YDR240C; YDR322W; YDR324C; YDR337W; YDR347W; YDR378C; YDR382W; YDR398W; YDR405W; YDR418W; YDR432W; YDR447C; YDR449C; YDR450W; YDR462W; YDR471W; YDR494W; YDR500C; YBL092W; YBL090W; YBL087C; YBL072C; YBL038W; YBL027W; YBL026W; YBL004W; YBR031W; YBR048W; YBR084C-A; YBR119W; YBR122C; YBR146W; YBR152W; YBR181C; YBR189W; YBR191W; YBR233W; YBR251W; YBR268W; YBR282W; YGL189C; YGL147C; YGL135W; YGL129C; YGL123W; YGL103W; YGL076C; YGL068W; YGL031C; YGL030W; YGR013W; YGR027C; YGR034W; YGR074W; YGR075C; YGR076C; YGR084C; YGR085C; YGR090W; YGR091W; YGR118W; YGR128C; YGR148C; YGR165W; YGR214W; YGR215W; YGR220C; YJL191W; YJL190C; YJL189W; YJL177W; YJL136C; YJL124C; YJL109C; YJL096W; YJL069C; YJL063C; YJR002W; YJR014W; YJR022W; YJR094W-A; YJR101W; YJR113C; YJR123W; YJR145C; YKL180W; YKL170W; YKL167C; YKL156W; YKL155C; YKL154W; YKL138C; YKL122C; YKL099C; YKL012W; YKL006W; YKL003C; YKR006C; YKR057W; YKR085C; YOL127W; YOL121C; YOL120C; YOL040C; YOL039W; YOR063W; YOR078W; YOR096W; YOR150W; YOR158W; YOR159C; YOR167C; YOR182C; YOR234C; YOR293W; YOR308C; YOR310C; YOR312C; YOR369C; Q0140; YIL133C; YIL093C; YIL069C; YIL061C; YIL052C; YIL018W; YIR009W; YML105C; YML093W; YML073C; YML063W; YML026C; YML025C; YML024W; YML009C; YMR024W; YMR093W; YMR121C; YMR128W; YMR142C; YMR143W; YMR158W; YMR188C; YMR193W; YMR194W; YMR225C; YMR229C; YMR230W; YMR242C; YMR286W; YNL306W; YNL302C; YNL301C; YNL284C; YNL252C; YNL185C; YNL178W; YNL177C; YNL162W; YNL147W; YNL137C; YNL124W; YNL122C; YNL110C; YNL096C; YNL081C; YNL075W; YNL069C; YNL067W; YNL005C; YNR022C; YNR036C; YNR037C; YPL249C-A; YPL243W; YPL220W; YPL210C; YPL198W; YPL183W-A; YPL173W; YPL143W; YPL131W; YPL126W; YPL118W; YPL090C; YPL081W; YPL079W; YPL013C; YPR043W; YPR088C; YPR100W; YPR102C; YPR112C; YPR132W; YPR137W; YPR144C; YPR166C; YPR182W; YHL033C; YHL015W; YHL004W; YHL001W; YHR010W; YHR021C; YHR072W-A; YHR089C; YHR141C; YHR147C; YHR148W; YHR165C; YHR196W; YHR203C; YEL054C; YEL050C; YEL026W; YER002W; YER029C; YER050C; YER056C-A; YER074W; YER082C; YER102W; YER112W; YER117W; YER127W; YER131W; YER146W
Ribosomal frameshifting	YCL020W; YCL019W; YFL002W-B; YFL002W-A; YLR157C-B; YLR157C-A; YLR227W-A; YLR227W-B; YLR256W-A; YLR410W-A; YLR410W-B; YAR009C; YAR010C; YDR034C-D; YDR034C-C; YDR098C-B; YDR098C-A; YDR210W-A; YDR210W-B; YDR210C-D; YDR210C-C; YDR261W-A; YDR261W-B; YDR261C-D; YDR261C-C; YDR316W-A; YDR316W-B; YDR365W-A; YDR365W-B; YBL100W-A; YBL100W-B; YBL005W-A; YBL005W-B; YBR012W-A; YBR012W-B; YGR027W-A; YGR027W-B; YGR038C-B; YGR038C-A; YGR109W-A; YGR161W-A; YGR161W-B; YGR161C-D; YGR161C-C; YJL114W; YJR026W; YJR028W; YJR029W; YOL103W-A; YOL103W-B; YOR142W-A; YOR142W-B; YOR192C-B; YOR192C-A; YOR239W; YOR343W-A; YIL009C-A; YML045W-A; YML045W; YML040W; YML039W; YMR045C; YMR046C; YMR050C; YMR051C; YNL284C-B; YNL284C-A; YNL054W-A; YPL257W-A; YPL257W-B; YPL052W; YPR137C-B; YPR137C-A; YPR158W-A; YPR158W-B; YPR158C-D; YPR158C-C; YHL009W-A; YHL009W-B; YHR214C-B; YHR214C-C; YER138C; YER137C-A; YER160C; YER159C-A
